rms,mav,var,peak,zcr,wl,mad,user_id,window_id,rep_start
0.09969017722168973,0.043182882481037896,0.009938128802333208,0.8204350160541336,0.088,3.2061689349889493,0.043181651171405724,user_01,1774700600,0
0.00774305147251758,0.006462739097145787,5.9861461547601884e-05,0.0209170282216754,0.128,0.7423972458300061,0.006472414397698142,user_01,1774700600,125
0.00463218262621756,0.0038601016464830497,2.145510742263822e-05,0.011904761890723255,0.228,0.6479775166698014,0.00386179116522818,user_01,1774700600,250
0.0038249800139873074,0.003108909533153982,1.4624753965801072e-05,0.010241333578744084,0.376,0.8049896518341118,0.0031093765424013158,user_01,1774700600,375
0.0044949427917949595,0.0037211388262534846,2.02026792803764e-05,0.011678008738261216,0.416,1.092687085321454,0.0037204827245898857,user_01,1774700600,500
0.006452099576692005,0.005418142706848185,4.162434860137231e-05,0.016913665221959234,0.38,1.5564710536930244,0.005414354234738173,user_01,1774700600,625
0.008893945120295855,0.0075692342080674845,7.910026286100286e-05,0.023432531795808623,0.38,2.1931001935334837,0.007570306699790061,user_01,1774700600,750
0.01051308510286652,0.009108489275173342,0.00011052490774344019,0.024553717691095413,0.38,2.630214207482201,0.009108318492492455,user_01,1774700600,875
0.011995281729245645,0.010469315386846239,0.0001438756078519523,0.025828213163484486,0.38,2.9659044051239656,0.010463395280419717,user_01,1774700600,1000
0.012428531113061617,0.01090513872835505,0.00015446201526079215,0.025828213163484486,0.38,3.0537858625911785,0.01090898164108046,user_01,1774700600,1125
0.011179711384352422,0.009733020517505917,0.00012498247149724412,0.02544665688489782,0.38,2.770893600750415,0.009736308591442106,user_01,1774700600,1250
0.010372758256992297,0.009005141326634821,0.00010759038718038877,0.024690634126493142,0.384,2.588679753679306,0.009000950270537931,user_01,1774700600,1375
0.009478196719686452,0.008231747995122024,8.983102968376063e-05,0.023384515775236626,0.384,2.35248072867023,0.008235779751403594,user_01,1774700600,1500
0.00783372623527234,0.006767371638623249,6.136287662218713e-05,0.016939647591137856,0.384,1.9331947733332466,0.006771082080049015,user_01,1774700600,1625
0.006557686493086522,0.005501279404285508,4.299981347113928e-05,0.01471388043175215,0.384,1.6395510038744705,0.005498545590209599,user_01,1774700600,1750
0.005304216607959265,0.004359921822965053,2.81343963324094e-05,0.01471388043175215,0.392,1.322328994883014,0.00435977927658153,user_01,1774700600,1875
0.004059876523057146,0.0033812830515064112,1.6480103442788638e-05,0.011020142707100559,0.4,0.9847646482997257,0.003380883536626032,user_01,1774700600,2000
0.003342592907761266,0.0027836699469296214,1.1172212291358267e-05,0.009652394668557693,0.416,0.8267367811551363,0.0027838838711266864,user_01,1774700600,2125
0.002643792196767436,0.0021256449687587892,6.989621917852882e-06,0.007972983512750949,0.436,0.6684343154935386,0.0021257223139874454,user_01,1774700600,2250
0.0020342474583311186,0.0016487045675903866,4.138087452744195e-06,0.005539948687672392,0.488,0.5689864472196127,0.001648956813890354,user_01,1774700600,2375
0.002036324234463061,0.0016210297161736572,4.1465553503437745e-06,0.006079410865343154,0.508,0.5883988851338814,0.0016214418463022496,user_01,1774700600,2500
0.002011436306819956,0.0016086325544431826,4.045132568056253e-06,0.006079410865343154,0.472,0.578178209867685,0.001607917185234463,user_01,1774700600,2625
0.002092778916183481,0.0016829769104775964,4.378982425026033e-06,0.00631498952934843,0.452,0.5744981808793564,0.0016825987561329878,user_01,1774700600,2750
0.0996876388799491,0.043037835983060074,0.009937620600225378,0.8215484475667503,0.088,3.1217499935879593,0.0430360699377346,user_01,1774700601,0
0.007380239183534576,0.006211074298772806,5.437645328107496e-05,0.018742870360114624,0.108,0.564684605649157,0.006204901916969179,user_01,1774700601,125
0.004126618444376176,0.0034760866104832982,1.7019294762787045e-05,0.010176272973039278,0.156,0.4165717605367114,0.0034729922801743037,user_01,1774700601,250
0.003481664349343271,0.0029498312374528694,1.211406637604111e-05,0.008274646688988646,0.332,0.7522214906283834,0.002950543204438477,user_01,1774700601,375
0.006278431621921175,0.005155638468720484,3.9418180288928495e-05,0.017142049292699538,0.484,1.7607034367747534,0.005156279685231222,user_01,1774700601,500
0.010167833522779182,0.00871251362327664,0.00010338116227029131,0.022134575694177643,0.504,3.1019486549792274,0.008708148097167507,user_01,1774700601,625
0.012458033381681085,0.010896373063876407,0.00015519572687421756,0.0246120596804075,0.504,3.950213042430758,0.010888760484833861,user_01,1774700601,750
0.012841303923978328,0.011367864701053765,0.0001648912262341759,0.024763065046149963,0.504,4.029669951222177,0.011373538810469923,user_01,1774700601,875
0.012719340849493166,0.011294127227537788,0.00016175145111835276,0.024763065046149963,0.504,3.9851648549395398,0.011301076244991532,user_01,1774700601,1000
0.012271485159624538,0.010725843919277268,0.0001505670621924835,0.02319343250008516,0.508,3.916165513721392,0.010715095442882787,user_01,1774700601,1125
0.01130989886257494,0.009804180304133474,0.0001278800890924479,0.02257912581462875,0.504,3.5877790893214634,0.009789489204411308,user_01,1774700601,1250
0.010244798620583383,0.008946843965169251,0.00010492700386722754,0.02162384287529734,0.504,3.2157179974940986,0.008955650181636677,user_01,1774700601,1375
0.009368444044876911,0.008120373084816968,8.774777805728562e-05,0.018312545215812787,0.504,2.9458838136902536,0.008128285899620303,user_01,1774700601,1500
0.008449206635594076,0.00708651491032711,7.13731151019969e-05,0.017346322081931383,0.504,2.686380572604888,0.007074380241100949,user_01,1774700601,1625
0.007124304899280491,0.005899336564638419,5.0752450387176066e-05,0.01628343981130151,0.508,2.2661104639758394,0.0058970492393057425,user_01,1774700601,1750
0.005833380557686897,0.004876241476145543,3.402356845887525e-05,0.013991116804164636,0.504,1.8245492212547672,0.004875955397556637,user_01,1774700601,1875
0.004913912717515079,0.004056329990476271,2.4144831746770326e-05,0.012038647478686179,0.504,1.5229799284732293,0.004056660463938913,user_01,1774700601,2000
0.004061141921183856,0.0033410310125951926,1.6492625850841963e-05,0.009897925310286208,0.508,1.2514193296839982,0.003340931133411859,user_01,1774700601,2125
0.0032654569363018003,0.002673220090827795,1.0662400105828664e-05,0.00813701259894667,0.496,0.9810139503994529,0.002673964275612504,user_01,1774700601,2250
0.002586499460381635,0.0020775925517345795,6.688931911983886e-06,0.007244212018288993,0.456,0.7532248033736519,0.0020786282581062394,user_01,1774700601,2375
0.0019048929625551695,0.0014832443817216982,3.628555015572011e-06,0.006178482991924815,0.46,0.525441253317776,0.00148311821158113,user_01,1774700601,2500
0.0013462780674381631,0.0010526788263545252,1.8120433852325645e-06,0.004651742144788005,0.456,0.3541598392655554,0.0010525384071197622,user_01,1774700601,2625
0.0012997881594118894,0.001022036207058414,1.6893898803378893e-06,0.003836612102208692,0.464,0.3492957332477042,0.0010219724890788233,user_01,1774700601,2750
0.09976314804269243,0.043176783645102426,0.009952684304388459,0.8216610561329979,0.096,3.358849849908908,0.043176483992001136,user_01,1774700602,0
0.007773776706348372,0.006447446249259242,6.031302269824656e-05,0.021587883084636883,0.176,0.9535540648373887,0.006438460716244976,user_01,1774700602,125
0.005653257727191595,0.004611713987910876,3.195693722430999e-05,0.01431478656257231,0.276,0.9934688986904859,0.00460994575647746,user_01,1774700602,250
0.006676083987313723,0.00551987947642937,4.454688578990072e-05,0.017596609883794995,0.344,1.3967433785010206,0.005517131833590113,user_01,1774700602,375
0.009686456058765117,0.008152549602458193,9.382743069931095e-05,0.02504806597983826,0.352,2.1230601520513313,0.00815259186461035,user_01,1774700602,500
0.012534569146194338,0.010639702682088444,0.00015711296167085736,0.03116422236574077,0.336,2.772164188982625,0.0106436721736385,user_01,1774700602,625
0.013941715883985009,0.011998787451233237,0.0001943679580565828,0.03217018674051708,0.336,3.1156929108183444,0.011992176857540277,user_01,1774700602,750
0.014730854245009627,0.012802404830819928,0.00021699322754336047,0.03666661746854254,0.336,3.304640765375018,0.012795726621778553,user_01,1774700602,875
0.014872412070293604,0.012923371983342646,0.0002211876243486441,0.03666661746854254,0.336,3.338033859622594,0.012925157356062419,user_01,1774700602,1000
0.013780268584900583,0.011831911600459767,0.00018985914154837433,0.030897298123348294,0.336,3.080516549488993,0.01183767415482638,user_01,1774700602,1125
0.012551107523642148,0.010790556134540734,0.00015752603363822926,0.027494101446644943,0.336,2.82139614636217,0.010794796174981126,user_01,1774700602,1250
0.011844169043408532,0.01023795491885254,0.00014026045232099993,0.027494101446644943,0.336,2.6904081017367973,0.01021940802388724,user_01,1774700602,1375
0.011447753606550426,0.00983654241056193,0.00013105097511135816,0.026641929422045317,0.34,2.6097312686984173,0.009837141161022309,user_01,1774700602,1500
0.010439517120452633,0.00893321502839923,0.00010895243732179985,0.02638675963356685,0.336,2.3894572581432696,0.008940266880516088,user_01,1774700602,1625
0.0088381577923526,0.007523560825176788,7.81118831409248e-05,0.022572374694429707,0.336,2.0215569258899664,0.007521390459201601,user_01,1774700602,1750
0.007556778740185633,0.006437123998178706,5.707916979621234e-05,0.01782275558052488,0.352,1.7370862511976624,0.006431100162998869,user_01,1774700602,1875
0.0069340572753618206,0.005905516528967846,4.807961042218522e-05,0.01844539854802636,0.352,1.6154673522149259,0.005905202598956489,user_01,1774700602,2000
0.006237877216827244,0.005187406486756643,3.891043214836121e-05,0.01844539854802636,0.352,1.4711729685343182,0.005187406486756643,user_01,1774700602,2125
0.005031772142417744,0.004100832616079517,2.5318522922444953e-05,0.013146243020836602,0.368,1.1907864061339484,0.004101063355144635,user_01,1774700602,2250
0.004235342150535306,0.003415923156563794,1.7937661287217945e-05,0.012466088451767474,0.372,1.0086449237075719,0.003415235458112231,user_01,1774700602,2375
0.003886683220012174,0.0031655605416247602,1.5106285494518289e-05,0.011200361426368592,0.388,0.9495809479299422,0.003165450669305201,user_01,1774700602,2500
0.003524280649454262,0.002887912130788844,1.2416445072150163e-05,0.011200361426368592,0.468,0.9342516057242141,0.0028905180143718387,user_01,1774700602,2625
0.0030693940022090195,0.0024964456425550594,9.420878976560295e-06,0.00918007052384444,0.492,0.8520797028958965,0.00249592257674116,user_01,1774700602,2750
0.09978792873302729,0.0432258278382529,0.009957627314105119,0.8228334476857753,0.112,3.325883412564294,0.04322490285012258,user_01,1774700603,0
0.008452658161268068,0.007047781813405364,7.137714203759165e-05,0.0191095862876486,0.212,1.2461006173385805,0.0070514110721527625,user_01,1774700603,125
