timestamp_ms,raw_adc,user_id,gesture,phase,window_id,sample_index
1774700574975,42,user_01,fist_clench,clench,1774700574,0
1774700574976,54,user_01,fist_clench,clench,1774700574,1
1774700574977,36,user_01,fist_clench,clench,1774700574,2
1774700574978,76,user_01,fist_clench,clench,1774700574,3
1774700574979,0,user_01,fist_clench,clench,1774700574,4
1774700574980,0,user_01,fist_clench,clench,1774700574,5
1774700574981,40,user_01,fist_clench,clench,1774700574,6
1774700574982,35,user_01,fist_clench,clench,1774700574,7
1774700574983,116,user_01,fist_clench,clench,1774700574,8
1774700574984,14,user_01,fist_clench,clench,1774700574,9
1774700574985,0,user_01,fist_clench,clench,1774700574,10
1774700574986,0,user_01,fist_clench,clench,1774700574,11
1774700574986,0,user_01,fist_clench,clench,1774700574,12
1774700574988,0,user_01,fist_clench,clench,1774700574,13
1774700574989,28,user_01,fist_clench,clench,1774700574,14
1774700574990,112,user_01,fist_clench,clench,1774700574,15
1774700574991,164,user_01,fist_clench,clench,1774700574,16
1774700574992,108,user_01,fist_clench,clench,1774700574,17
1774700574992,0,user_01,fist_clench,clench,1774700574,18
1774700574993,0,user_01,fist_clench,clench,1774700574,19
1774700574995,0,user_01,fist_clench,clench,1774700574,20
1774700574996,0,user_01,fist_clench,clench,1774700574,21
1774700574997,77,user_01,fist_clench,clench,1774700574,22
1774700574998,0,user_01,fist_clench,clench,1774700574,23
1774700574999,0,user_01,fist_clench,clench,1774700574,24
1774700575000,0,user_01,fist_clench,clench,1774700574,25
1774700575001,0,user_01,fist_clench,clench,1774700574,26
1774700575001,0,user_01,fist_clench,clench,1774700574,27
1774700575003,0,user_01,fist_clench,clench,1774700574,28
1774700575004,0,user_01,fist_clench,clench,1774700574,29
1774700575005,96,user_01,fist_clench,clench,1774700574,30
1774700575006,57,user_01,fist_clench,clench,1774700574,31
1774700575007,0,user_01,fist_clench,clench,1774700574,32
1774700575008,44,user_01,fist_clench,clench,1774700574,33
1774700575009,0,user_01,fist_clench,clench,1774700574,34
1774700575010,0,user_01,fist_clench,clench,1774700574,35
1774700575011,0,user_01,fist_clench,clench,1774700574,36
1774700575013,0,user_01,fist_clench,clench,1774700574,37
1774700575014,59,user_01,fist_clench,clench,1774700574,38
1774700575015,123,user_01,fist_clench,clench,1774700574,39
1774700575016,137,user_01,fist_clench,clench,1774700574,40
1774700575017,12,user_01,fist_clench,clench,1774700574,41
1774700575018,0,user_01,fist_clench,clench,1774700574,42
1774700575019,0,user_01,fist_clench,clench,1774700574,43
1774700575021,0,user_01,fist_clench,clench,1774700574,44
1774700575021,44,user_01,fist_clench,clench,1774700574,45
1774700575022,0,user_01,fist_clench,clench,1774700574,46
1774700575023,0,user_01,fist_clench,clench,1774700574,47
1774700575024,0,user_01,fist_clench,clench,1774700574,48
1774700575024,0,user_01,fist_clench,clench,1774700574,49
1774700575026,33,user_01,fist_clench,clench,1774700574,50
1774700575027,0,user_01,fist_clench,clench,1774700574,51
1774700575028,0,user_01,fist_clench,clench,1774700574,52
1774700575029,0,user_01,fist_clench,clench,1774700574,53
1774700575030,11,user_01,fist_clench,clench,1774700574,54
1774700575031,0,user_01,fist_clench,clench,1774700574,55
1774700575032,17,user_01,fist_clench,clench,1774700574,56
1774700575033,105,user_01,fist_clench,clench,1774700574,57
1774700575034,77,user_01,fist_clench,clench,1774700574,58
1774700575035,0,user_01,fist_clench,clench,1774700574,59
1774700575036,98,user_01,fist_clench,clench,1774700574,60
1774700575037,134,user_01,fist_clench,clench,1774700574,61
1774700575038,0,user_01,fist_clench,clench,1774700574,62
1774700575039,130,user_01,fist_clench,clench,1774700574,63
1774700575040,43,user_01,fist_clench,clench,1774700574,64
1774700575041,0,user_01,fist_clench,clench,1774700574,65
1774700575042,0,user_01,fist_clench,clench,1774700574,66
