timestamp_ms,raw_adc,user_id,gesture,phase,window_id,sample_index
1774702662673,0,user_01,fist_clench,clench,1774702662,0
1774702662675,0,user_01,fist_clench,clench,1774702662,1
1774702662675,0,user_01,fist_clench,clench,1774702662,2
1774702662676,0,user_01,fist_clench,clench,1774702662,3
1774702662677,46,user_01,fist_clench,clench,1774702662,4
1774702662678,93,user_01,fist_clench,clench,1774702662,5
1774702662678,0,user_01,fist_clench,clench,1774702662,6
1774702662680,76,user_01,fist_clench,clench,1774702662,7
1774702662681,43,user_01,fist_clench,clench,1774702662,8
1774702662682,37,user_01,fist_clench,clench,1774702662,9
1774702662683,26,user_01,fist_clench,clench,1774702662,10
1774702662684,58,user_01,fist_clench,clench,1774702662,11
1774702662685,32,user_01,fist_clench,clench,1774702662,12
1774702662686,17,user_01,fist_clench,clench,1774702662,13
1774702662687,25,user_01,fist_clench,clench,1774702662,14
1774702662687,0,user_01,fist_clench,clench,1774702662,15
1774702662688,0,user_01,fist_clench,clench,1774702662,16
1774702662690,0,user_01,fist_clench,clench,1774702662,17
1774702662691,0,user_01,fist_clench,clench,1774702662,18
1774702662692,0,user_01,fist_clench,clench,1774702662,19
1774702662693,0,user_01,fist_clench,clench,1774702662,20
1774702662694,0,user_01,fist_clench,clench,1774702662,21
1774702662695,0,user_01,fist_clench,clench,1774702662,22
1774702662696,0,user_01,fist_clench,clench,1774702662,23
1774702662697,0,user_01,fist_clench,clench,1774702662,24
1774702662698,10,user_01,fist_clench,clench,1774702662,25
1774702662699,13,user_01,fist_clench,clench,1774702662,26
1774702662700,16,user_01,fist_clench,clench,1774702662,27
1774702662701,31,user_01,fist_clench,clench,1774702662,28
1774702662702,6,user_01,fist_clench,clench,1774702662,29
1774702662703,0,user_01,fist_clench,clench,1774702662,30
1774702662704,0,user_01,fist_clench,clench,1774702662,31
1774702662705,0,user_01,fist_clench,clench,1774702662,32
1774702662706,0,user_01,fist_clench,clench,1774702662,33
1774702662707,0,user_01,fist_clench,clench,1774702662,34
1774702662708,0,user_01,fist_clench,clench,1774702662,35
1774702662709,0,user_01,fist_clench,clench,1774702662,36
