timestamp_ms,raw_adc,user_id,gesture,phase,window_id,sample_index
1774697407325,54,user_01,fist_clench,clench,1774697406,0
1774697407326,83,user_01,fist_clench,clench,1774697406,1
1774697407327,55,user_01,fist_clench,clench,1774697406,2
1774697407328,20,user_01,fist_clench,clench,1774697406,3
1774697407329,8,user_01,fist_clench,clench,1774697406,4
1774697407330,4,user_01,fist_clench,clench,1774697406,5
1774697407331,14,user_01,fist_clench,clench,1774697406,6
1774697407332,23,user_01,fist_clench,clench,1774697406,7
1774697407333,20,user_01,fist_clench,clench,1774697406,8
1774697407334,0,user_01,fist_clench,clench,1774697406,9
1774697407335,8,user_01,fist_clench,clench,1774697406,10
1774697407336,24,user_01,fist_clench,clench,1774697406,11
1774697407337,18,user_01,fist_clench,clench,1774697406,12
1774697407338,4,user_01,fist_clench,clench,1774697406,13
1774697407339,0,user_01,fist_clench,clench,1774697406,14
1774697407340,5,user_01,fist_clench,clench,1774697406,15
1774697407341,26,user_01,fist_clench,clench,1774697406,16
1774697407341,9,user_01,fist_clench,clench,1774697406,17
1774697407343,12,user_01,fist_clench,clench,1774697406,18
1774697407344,11,user_01,fist_clench,clench,1774697406,19
1774697407345,13,user_01,fist_clench,clench,1774697406,20
1774697407346,13,user_01,fist_clench,clench,1774697406,21
1774697407347,18,user_01,fist_clench,clench,1774697406,22
1774697407348,13,user_01,fist_clench,clench,1774697406,23
1774697407349,10,user_01,fist_clench,clench,1774697406,24
1774697407350,6,user_01,fist_clench,clench,1774697406,25
1774697407351,21,user_01,fist_clench,clench,1774697406,26
1774697407352,0,user_01,fist_clench,clench,1774697406,27
1774697407353,0,user_01,fist_clench,clench,1774697406,28
1774697407354,0,user_01,fist_clench,clench,1774697406,29
1774697407355,0,user_01,fist_clench,clench,1774697406,30
1774697407356,6,user_01,fist_clench,clench,1774697406,31
1774697407357,14,user_01,fist_clench,clench,1774697406,32
1774697407358,0,user_01,fist_clench,clench,1774697406,33
1774697407359,0,user_01,fist_clench,clench,1774697406,34
1774697407360,0,user_01,fist_clench,clench,1774697406,35
1774697407362,1,user_01,fist_clench,clench,1774697406,36
1774697407362,22,user_01,fist_clench,clench,1774697406,37
1774697407364,16,user_01,fist_clench,clench,1774697406,38
1774697407365,0,user_01,fist_clench,clench,1774697406,39
1774697407366,0,user_01,fist_clench,clench,1774697406,40
1774697407367,2,user_01,fist_clench,clench,1774697406,41
1774697407367,6,user_01,fist_clench,clench,1774697406,42
1774697407369,7,user_01,fist_clench,clench,1774697406,43
1774697407370,0,user_01,fist_clench,clench,1774697406,44
1774697407371,8,user_01,fist_clench,clench,1774697406,45
1774697407373,55,user_01,fist_clench,clench,1774697406,46
1774697407374,38,user_01,fist_clench,clench,1774697406,47
1774697407374,0,user_01,fist_clench,clench,1774697406,48
1774697407375,0,user_01,fist_clench,clench,1774697406,49
1774697407376,0,user_01,fist_clench,clench,1774697406,50
1774697407377,6,user_01,fist_clench,clench,1774697406,51
1774697407378,3,user_01,fist_clench,clench,1774697406,52
1774697407379,0,user_01,fist_clench,clench,1774697406,53
1774697407380,0,user_01,fist_clench,clench,1774697406,54
1774697407381,37,user_01,fist_clench,clench,1774697406,55
1774697407382,12,user_01,fist_clench,clench,1774697406,56
1774697407383,9,user_01,fist_clench,clench,1774697406,57
1774697407384,8,user_01,fist_clench,clench,1774697406,58
1774697407385,16,user_01,fist_clench,clench,1774697406,59
1774697407386,22,user_01,fist_clench,clench,1774697406,60
1774697407387,17,user_01,fist_clench,clench,1774697406,61
1774697407388,6,user_01,fist_clench,clench,1774697406,62
1774697407389,14,user_01,fist_clench,clench,1774697406,63
1774697407390,0,user_01,fist_clench,clench,1774697406,64
